,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
35,Flabuless/LocalizationStrings/Localizable.strings,"""Event Created Successfully""","""Event Created Successfully"";","""सफलतापूर्वक इवेंट बनाया गया "";","""Acara Berhasil Dibuat"";","""이벤트가 성공적으로 생성되었습니다"";","""สร้างกิจกรรมเสร็จสมบูรณ์"";","""成功建立活動"";","""Event Created Successfully"";","""イベントが作成されました。"";","""Đã Tạo Sự kiện Thành công"";","""已成功创建了活动"";"
36,Flabuless/LocalizationStrings/Localizable.strings,"""Meal""","""Meal"";","""भोजन"";","""Makan"";","""식사"";","""อาหาร"";","""膳食"";","""Meal"";","""お食事"";","""Bữa ăn"";","""膳食"";"
37,Flabuless/LocalizationStrings/Localizable.strings,"""Connect""","""Connect"";","""कनेक्ट करें "";","""Hubungkan"";","""연결"";","""เชื่อมต่อ"";","""連接"";","""Connect"";","""接続する"";","""Kết nối"";","""链接"";"
38,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:ReceiverInfo:Alert:Phone""","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";",,"""お届け先情報の電話番号を入力してください。"";","""Please enter your phone number for the Receiver Info."";","""Please enter your phone number for the Receiver Info."";"
39,Flabuless/LocalizationStrings/Localizable.strings,"""Done""","""Done"";","""हो गया "";","""Selesai"";","""완료"";","""เสร็จสิ้น"";","""完成"";","""Done"";","""完了"";","""Hoàn tất"";","""完成"";"
40,Flabuless/LocalizationStrings/Localizable.strings,"""Your Performance""","""Your Performance"";","""आपका प्रदर्शन"";","""Penampilanmu"";","""귀하의 실적"";","""ประสิทธิภาพของคุณ"";","""你的表現"";","""Your Performance"";","""あなたのパフォーマンス"";","""Hiệu suất của bạn"";","""你的表现"";"
41,Flabuless/LocalizationStrings/Localizable.strings,"""Checked in on""","""Checked in on"";","""चेक्ड इन ऑन है "";","""Masuk pada"";","""다음에 체크인 됨"";","""เช็คอินใน"";","""在……登入"";","""Checked in on"";","""チェックイン"";","""Đã xác nhận tham gia vào"";","""签到于"";"
42,Flabuless/LocalizationStrings/Localizable.strings,"""Characters""","""Characters"";","""पात्र"";","""Karakter"";","""문자"";","""ตัวอักษร"";","""內文"";","""Characters"";","""文字"";","""Ký tự"";","""字符"";"
43,Flabuless/LocalizationStrings/Localizable.strings,"""Saved!""","""Saved!"";","""सेव कर लिया!"";","""Disimpan!"";","""저장됨!"";","""บันทึกแล้ว!"";","""已存取！"";","""Saved!"";","""保存されました！"";","""Đã lưu!"";","""已保存！"";"
44,Flabuless/LocalizationStrings/Localizable.strings,"""Challenges:Section:Completed""","""Completed challenges"";",,,,,,,,,
45,Flabuless/LocalizationStrings/Localizable.strings,"""Logout""","""Logout"";","""लॉगआउट"";","""Keluar"";","""로그아웃"";","""ออกจากระบบ"";","""退出登錄"";","""Logout"";","""ログアウト"";","""Đăng xuất"";","""退出登录"";"
46,Flabuless/LocalizationStrings/Localizable.strings,"""Your weight is""","""Your weight is"";","""आपका वज़न है "";","""Berat badan Anda kurang"";","""귀하의 체중은"";","""น้ำหนักของคุณอยู่ที่"";","""您的體重"";","""Your weight is"";","""あなたの体重は"";","""Cân nặng của bạn là"";","""您的体重是"";"
47,Flabuless/LocalizationStrings/Localizable.strings,""" away from knocking down the challenge.""",""" away from knocking down the challenge."";","""चुनौती पूरी किए जाने से दूर."";","""lagi untuk menyelesaikan tantangan ini."";","""도전 완수에서 떨어져 있습니다."";","""ออกไปจากการโค่นความท้าทาย"";","""距離戰勝挑戰尚有一段距離。"";",""" away from knocking down the challenge."";","""挑戦をノックダウンすることから離れて。"";","""để chinh phục được thử thách."";","""距离击败挑战很远"";"
48,Flabuless/LocalizationStrings/Localizable.strings,"""TEAM""","""TEAM"";","""टीम"";","""TEAM"";","""팀"";","""ทีม"";","""團隊"";",,"""チーム"";","""ĐỘI"";","""团队"";"
49,Flabuless/LocalizationStrings/Localizable.strings,"""Could Not Send Email""","""Could Not Send Email"";","""ईमेल नहीं भेज सका"";","""Tidak Dapat Mengirim Email"";","""이메일 보낼 수 없음"";","""ไม่สามารถส่งอีเมล"";","""無法發送電子郵件"";","""Could Not Send Email"";","""Eメールを送信できませんでした"";","""Không thể Gửi Email"";","""无法发送电子邮件"";"
50,Flabuless/LocalizationStrings/Localizable.strings,"""you are a ""","""you are a "";","""आप हैं एक "";","""Anda "";","""귀하는"";","""คุณคือ"";","""您是"";","""you are a "";","""あなたは・・・だ"";","""bạn còn thiếu"";","""您是一个"";"
51,Flabuless/LocalizationStrings/Localizable.strings,"""Step 3 of 3""","""Step 3 of 3"";","""3 में से स्टेप 3"";","""Langkah 3 dari 3"";","""3개 중 3단계"";","""ขั้นที่ 3 จาก 3"";","""三步驟中的第三步"";","""Step 3 of 3"";","""ステップ3/3"";","""Bước 3/3"";","""3步中的第3步"";"
52,Flabuless/LocalizationStrings/Localizable.strings,"""Weight""","""Weight"";","""वजन"";","""Berat"";","""무게"";","""น้ำหนัก"";","""重量"";","""Weight"";","""重量"";","""Cân nặng"";","""重量"";"
53,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:Alert:PhoneValidation""","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";",,"""電話番号はハイフンを入れて入力してください。"";","""Enter a phone number with a hyphen."";","""Enter a phone number with a hyphen."";"
54,Flabuless/LocalizationStrings/Localizable.strings,"""Bluetooth is powered off.""","""Bluetooth is powered off."";","""ब्लूटूथ बंद है."";","""Bluetooth dinonaktifkan."";","""블루투스가 꺼져 있습니다."";","""บลูทูธถูกปิดอยู่"";","""藍芽已關閉。"";","""Bluetooth is powered off."";","""Bluetoothがオフになっています。"";","""Bluetooth đang tắt."";","""蓝牙已关闭。"";"
55,Flabuless/LocalizationStrings/Localizable.strings,"""Comment""","""Comment"";","""टिप्पणी"";","""Komentar"";","""논평"";","""แสดงความคิดเห็น"";","""評論"";","""Comment"";","""コメント"";","""Bình luận"";","""评论"";"
56,Flabuless/LocalizationStrings/Localizable.strings,"""Please Select Greater Start Time  ""","""Please Select Greater Start Time  "";","""कृपया सही तिथि और समय सीमा दर्ज करें"";","""Mohon Pilih Waktu Mulai yang Lebih Awal"";","""보다 큰 시작 시간을 선택해 주세요"";","""โปรดเลือกเวลาเริ่มที่ดีกว่า"";","""請選擇更佳的開始時間"";","""Please Select Greater Start Time  "";","""より大きい開始時間を選択してください"";","""Vui lòng Chọn Thời gian Bắt đầu Lớn hơn"";","""请选择更好的开始时间"";"
57,Flabuless/LocalizationStrings/Localizable.strings,"""RSVPDeadlineSurpassed""","""Sorry RSVP deadline has surpassed"";","""क्षमा करें उत्तराकांक्षी की समयसीमा बीत चुकी है"";","""Maaf, batas waktu RSVP sudah lewat"";","""죄송합니다 RSVP 마감시간이 지났습니다"";","""ขออภัยเส้นตาย RSVP ได้ผ่านไปแล้ว"";","""抱歉,請求答覆的截止日已過"";","""Sorry RSVP deadline has surpassed"";","""申し訳ありませんが、返答期限が過ぎました"";","""Rất tiếc đã quá hạn để gửi thư phúc đáp"";","""抱歉,回复邮件的截止日期已经过了"";"
58,Flabuless/LocalizationStrings/Localizable.strings,"""Height should be less than 3 meters.""","""Height should be less than 3 meters."";","""लम्बाई 3 मीटर से कम होनी चाहिए."";","""Tinggi badan harus kurang dari 3 meter."";","""신장은 3미터보다 작아야 합니다."";","""ส่วนสูงควรน้อยกว่า 3 เมตร"";","""身高必須少於 3 公尺。"";","""Height should be less than 3 meters."";","""高さは3メートル未満でなければなりません。"";","""Chiều cao phải dưới 3 mét."";","""身高应小于3米。"";"
59,Flabuless/LocalizationStrings/Localizable.strings,"""AddActivity:Health:DateTextField:Title""","""Consultation date"";","""Consultation date"";","""Consultation date"";","""Consultation date"";","""Consultation date"";","""Consultation date"";",,"""受診日"";","""Consultation date"";","""Consultation date"";"
60,Flabuless/LocalizationStrings/Localizable.strings,"""Menu:BenefitStation""","""Benefit Station"";",,,,,,,"""ベネフィット・ステーション"";",,
61,Flabuless/LocalizationStrings/Localizable.strings,"""Week1""","""Week1"";","""सप्ताह1"";","""Minggu 1"";","""1주"";","""สัปดาห์ที่ 1"";","""第一週"";","""Week1"";","""1週目"";","""Tuần1"";","""第1周"";"
62,Flabuless/LocalizationStrings/Localizable.strings,"""History:ActivityDate:Label""","""Activity date"";","""Activity date"";","""Activity date"";","""Activity date"";","""Activity date"";","""Activity date"";",,"""申告日"";","""Activity date"";","""Activity date"";"
63,Flabuless/LocalizationStrings/Localizable.strings,"""You have reduced your weight since your last weigh in""","""You have reduced your weight since your last weigh in"";","""पिछली बार अपना वज़न मापने के बाद से आपने अपना वज़न कम कर लिया है"";","""Berat badan Anda sudah turun sejak terakhir kali ditimbang"";","""귀하는 다음 마지막 체중 측정 이후로 체중을 줄였습니다"";","""คุณได้ลดน้ำหนักลงเมื่อเทียบกับการใส่น้ำหนักครั้งที่แล้ว"";","""自上回稱重以來,您的體重已減輕"";","""You have reduced your weight since your last weigh in"";","""あなたは前回から体重が減少しているようです。"";","""Bạn đã giảm cân kể từ lần cuối cân kiểm tra vào"";","""同您上次测体重相比,您的体重已经减轻了"";"
64,Flabuless/LocalizationStrings/Localizable.strings,"""MaximumSteps6Months""","""Maximum steps per day"";","""आधा साल में उच्चतम रिकॉर्ड"";","""Rekor tertinggi dalam setengah tahun"";","""이반년의최고기록"";","""บันทึกสูงสุดในครึ่งปี"";","""半年內最高紀錄"";","""Maximum steps per day"";","""半年で最高の記録"";","""Kỷ lục cao nhất trong nửa năm"";","""半年内最高纪录"";"
65,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:ReceiverInfo:Alert:FirstName""","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";",,"""お届け先情報の名前（カナ）を入力してください。"";","""Please enter your name(katakana) for the Receiver Info."";","""Please enter your name(katakana) for the Receiver Info."";"
66,Flabuless/LocalizationStrings/Localizable.strings,"""Delivery:ReceiverInfo:ShareData""","""Agree to sharing this data"";","""Agree to sharing this data"";","""Agree to sharing this data"";","""Agree to sharing this data"";","""Agree to sharing this data"";","""Agree to sharing this data"";",,"""個人情報の取り扱いに同意します"";","""Agree to sharing this data"";","""Agree to sharing this data"";"
67,Flabuless/LocalizationStrings/Localizable.strings,""" Events and Facilities""",""" Events and Facilities"";","""आयोजन और सुविधाएं"";","""Acara dan Fasilitas"";","""행사와 시설들"";","""กิจกรรมและสิ่งอำนวยความสะดวก"";","""活動及設施"";",""" Events and Facilities"";","""イベントと施設"";","""Sự kiện và Địa điểm"";","""活动与设施"";"
68,Flabuless/LocalizationStrings/Localizable.strings,"""AddActivity:Common:DateTextField:Title""","""Target date"";","""Target date"";","""Target date"";","""Target date"";","""Target date"";","""Target date"";",,"""対象日"";","""Target date"";","""Target date"";"
69,Flabuless/LocalizationStrings/Localizable.strings,"""Circuit Training""","""Circuit Training"";","""सर्किट ट्रेनिंग "";","""Latihan Sirkuit"";","""서킷트레이닝"";","""เซอร์กิตเทรนนิ่ง"";","""循環訓練"";","""Circuit Training"";","""サーキットトレーニング"";","""Tập luyện Phương pháp Xoay vòng (Circuit Training)"";","""循环训练"";"
70,Flabuless/LocalizationStrings/Localizable.strings,"""Oct""","""Oct"";","""अक्टूबर"";","""Oktober"";","""10 월"";","""ตุลาคม"";","""十月"";","""Oct"";","""Oct"";","""Oct"";","""十月"";"
71,Flabuless/LocalizationStrings/Localizable.strings,"""AddActivity:Thermometry:Title""","""Did you take the temperature?"";",,,,,,,"""検温しましたか？"";",,
