,files,keys,en,vi,ms,th,ru,zh-Hans,ar,id
0,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/Category Picker/ReceiptCategoryDropDownViewController.strings,"""ff7-Zt-wVG.title""","""Done"";",,,,"""Выполнено"";",,,
1,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/Category Picker/ReceiptCategoryDropDownViewController.strings,"""toJ-Uv-mVT.title""","""CM"";",,,,"""CM"";",,,
0,SKOR/ConnectAppWebView/ConnectRunkeeperInWebViewCerraSG.strings,"""iSE-Ri-XKB.text""","""Runkeeper"";","""Runkeeper"";","""Runkeeper"";","""Runkeeper"";","""Runkeeper"";","""Runkeeper"";","""Runkeeper"";","""penjaga gawang"";"
0,SKOR/Presentation Layer/Calendar/Event Detail/Custom Cells/EventContactPersonCell/EventContactPersonCell.strings,"""jpe-br-zC4.text""","""Contact Person for the Event"";","""Người liên hệ cho sự kiện"";","""Contact Person for the Event"";","""ผู้ติดต่อสำหรับงานอีเว้นท์"";","""Контактное лицо по событию"";","""活动联系人"";",,"""Hubungi Orang Untuk Acara Tersebut"";"
0,PlistStrings/InfoPlist.strings,"""NSCameraUsageDescription""","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Rewards@NFC app will access you camera to update Profile image/ Events image"";","""Приложение Rewards@NFC обращается к камере для обновления фото профиля / события"""";","""Rewards@NFC 将访问您的相机来上载主页与活动照片"";",,"""Rewards@NFC app will access you camera to update Profile image/ Events image"";"
1,PlistStrings/InfoPlist.strings,"""NSLocationUsageDescription""","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Для вознаграждений, которые доступны поблизости, необходимо указать местоположение."""";","""请允许Rewards@NFC访问您的位置"";",,"""Location required for nearby rewards."";"
2,PlistStrings/InfoPlist.strings,"""NSLocationWhenInUseUsageDescription""","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Для вознаграждений, которые доступны поблизости, необходимо указать местоположение."""";","""请允许Rewards@NFC访问您的位置"";",,"""Location required for nearby rewards."";"
3,PlistStrings/InfoPlist.strings,"""NSPhotoLibraryAddUsageDescription""","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";","""Please allow access to save event image in your photo library"";","""Предоставьте доступ, чтобы сохранить изображение события в Вашей библиотеке фотографий"""";","""请允许活动图像存入手机相簿"";",,"""Please allow access to save event image in your photo library"";"
4,PlistStrings/InfoPlist.strings,"""NSCalendarsUsageDescription""","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";","""Calendar will be accessed to Sync with users calendar."";","""Для синхронизации с календарями пользователей будет использоваться приложение Календарь."""";","""请允许Rewards@NFC与您的手机日历同步"";",,"""Calendar will be accessed to Sync with users calendar."";"
5,PlistStrings/InfoPlist.strings,"""NSPhotoLibraryUsageDescription""","""Use photo for profile image"";","""Use photo for profile image"";","""Use photo for profile image"";","""Use photo for profile image"";","""Использовать фото для профиля"""";","""使用此照片上载图像"";",,"""Use photo for profile image"";"
6,PlistStrings/InfoPlist.strings,"""NSMicrophoneUsageDescription""","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Rewards@NFC app will access your microphone for recording from mic"";","""Приложение Rewards@NFC обращается к микрофону для записи с него"""";","""请允许Rewards@NFC访问手机话筒以便录音"";",,"""Rewards@NFC app will access your microphone for recording from mic"";"
7,PlistStrings/InfoPlist.strings,"""NSLocationAlwaysUsageDescription""","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Location required for nearby rewards."";","""Для вознаграждений, которые доступны поблизости, необходимо указать местоположение."""";","""请允许Rewards@NFC访问您的位置"";",,"""Location required for nearby rewards."";"
0,SKOR/Receipt/Receipt Detail/LedvanceReceipts/Cells/ReceiptsNumberTextFieldTableViewCell.strings,"""aSg-1q-kAm.text""","""Receipt Number"";","""Label"";","""Receipt Number"";","""Receipt Number"";","""Label"";","""Receipt Number"";","""Receipt Number"";","""Receipt Number"";"
1,SKOR/Receipt/Receipt Detail/LedvanceReceipts/Cells/ReceiptsNumberTextFieldTableViewCell.strings,"""mI5-OP-vAg.placeholder""","""Add Receipt Number"";","""Add"";","""Add Receipt Number"";","""เพิ่ม"";","""Добавлять"";","""Add Receipt Number"";","""Add Receipt Number"";","""Add Receipt Number"";"
0,SKOR/Rewards View/Custom Cell/RewardsTableViewCell.strings,"""q9f-hc-GPC.text""","""Description"";","""Mô tả"";","""Description"";","""คำอธิบาย"";","""Описание"";","""描述"";",,"""Deskripsi"";"
1,SKOR/Rewards View/Custom Cell/RewardsTableViewCell.strings,"""nfk-J1-zON.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
2,SKOR/Rewards View/Custom Cell/RewardsTableViewCell.strings,"""Da7-uH-nsh.normalTitle""","""Redeem"";","""Đổi thưởng"";","""Redeem"";","""ไถ่ถอน"";","""ОБМЕНЯТЬ"";","""赎回"";",,"""TEBUS"";"
3,SKOR/Rewards View/Custom Cell/RewardsTableViewCell.strings,"""GnW-lG-zOm.text""","""Title"";","""Tiêu đề"";","""Title"";","""Title"";","""Заголовок"";","""Title"";",,"""TAJUK"";"
4,SKOR/Rewards View/Custom Cell/RewardsTableViewCell.strings,"""PUU-FU-Hkp.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
0,SKOR/FacilityCheckInView/FacilityNearby/Custom Cell/FacilityNearbyVc.strings,"""PUD-5t-sn5.placeholder""","""   Search"";","""    Tìm kiếm"";","""   Search"";","""   ค้นหา"";","""   Поиск"";","""   搜索"";","""   Search"";","""   Cari"";"
1,SKOR/FacilityCheckInView/FacilityNearby/Custom Cell/FacilityNearbyVc.strings,"""4ny-Sf-sTT.text""","""Nearby"";","""Gần đó"";","""Nearby"";","""ตรวจสอบสิ่งอำนวยความสะดวก"";","""Рядом"";","""登录设施"";","""Nearby"";","""Dekat"";"
0,SKOR/Login/LogInViewControllerNutc.strings,"""HEc-v3-aMb.placeholder""","""Password"";","""Mật khẩu"";","""Password"";","""รหัสผ่าน"";","""Password"";","""密码"";",,"""Password"";"
1,SKOR/Login/LogInViewControllerNutc.strings,"""QjE-AI-CXa.text""",,"""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";",,"""Я принимаю Условия использования и Политику конфиденциальности"";",,,"""I accept the Terms of service and Privacy Policy"";"
2,SKOR/Login/LogInViewControllerNutc.strings,"""Gl7-kq-LhF.text""",,"""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";",,"""Я принимаю Условия использования и Политику конфиденциальности"";",,,"""I accept the Terms of service and Privacy Policy"";"
3,SKOR/Login/LogInViewControllerNutc.strings,"""Zrr-ot-gaa.text""","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Version:1.0"";","""Версия: 1.0"";","""版本：1.0"";",,"""Version:1.0"";"
4,SKOR/Login/LogInViewControllerNutc.strings,"""1SV-BZ-sQx.normalTitle""","""Forgot Password"";","""Forgot Password"";","""Forgot Password"";","""ลืมรหัสผ่าน?"";","""Забыли пароль?"";","""忘记密码？"";",,"""Forgot Password"";"
5,SKOR/Login/LogInViewControllerNutc.strings,"""BtW-RI-F0j.normalTitle""","""Location >"";","""Vị trí >"";","""Location >"";","""ตำแหน่งที่ตั้ง >"";","""Местоположение >"";","""位置 >"";",,"""Location >"";"
6,SKOR/Login/LogInViewControllerNutc.strings,"""KfV-me-zMJ.normalTitle""","""Login"";","""Đăng nhập"";","""Login"";","""เข้าสู่ระบบ"";","""Логин"";","""登录"";",,"""Login"";"
7,SKOR/Login/LogInViewControllerNutc.strings,"""RsR-wR-d4i.text""","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""I accept the Terms of service and Privacy Policy"";","""ฉันยอมรับ เงื่อนไขการให้บริการ และนโยบายความเป็นส่วนตัว"";","""Я принимаю условия обслуживания и Политику конфиденциальности"";","""我接受服务条款和隐私政策"";",,"""I accept the Terms of service and Privacy Policy"";"
8,SKOR/Login/LogInViewControllerNutc.strings,"""AwY-8J-qOj.normalTitle""",,"""Login"";","""Login"";",,"""Авторизоваться"";",,,"""Login"";"
9,SKOR/Login/LogInViewControllerNutc.strings,"""wDU-RD-DoY.placeholder""","""Email or Username"";","""Email or Username"";","""Email or Username"";","""อีเมล หรือ ชื่อผู้ใช้งาน"";","""Эл. почта или имя пользователя"";","""电邮地址或用户名"";",,"""Email or Username"";"
10,SKOR/Login/LogInViewControllerNutc.strings,"""449-cm-oK7.text""",,"""Version"";","""Version"";",,"""Версия"";",,,"""Version"";"
0,SKOR/New Dashboard/Section provider/Dashboard Sections/Referral Section/ReferalCollectionViewCell.strings,"""mvU-uw-6tM.text""","""1 REFERRAL"";","""1 REFERRAL"";","""1 REFERRAL"";","""การแนะนำ 1 คน"";","""1 REFERRAL"";","""1 REFERRAL"";",,"""1 REFERRAL"";"
0,SKOR/Calendar/Custom Cell/AppointmentsForCalenderTableViewCell.strings,"""b9m-o9-mHq.text""","""Lbl1"";","""Lbl1"";","""Lbl1"";","""Lbl1"";","""Метка 1"";","""Lbl1"";","""Lbl1"";","""Lbl1"";"
1,SKOR/Calendar/Custom Cell/AppointmentsForCalenderTableViewCell.strings,"""qxz-2G-tRj.text""","""lbl 3"";","""lbl 3"";","""lbl 3"";","""lbl 3"";","""Метка 3"";","""lbl 3"";","""lbl 3"";","""lbl 3"";"
2,SKOR/Calendar/Custom Cell/AppointmentsForCalenderTableViewCell.strings,"""gBk-1F-X23.text""","""lbl 2"";","""lbl 2"";","""lbl 2"";","""lbl 2"";","""Метка 2"";","""lbl 2"";","""lbl 2"";","""lbl 2"";"
0,SKOR/Presentation Layer/Rewards/RewardsFeedViewController/RewardFeedCellAdapter/Feed Sections/Special Sections/SpecialDealSectionItem/SpecialDealItemsHorizontalScrollingItemConfigurator/Custom Horizontal Cell/SpecialDealsHorizontalItemCollectionViewCell.strings,"""f0h-T7-To5.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
1,SKOR/Presentation Layer/Rewards/RewardsFeedViewController/RewardFeedCellAdapter/Feed Sections/Special Sections/SpecialDealSectionItem/SpecialDealItemsHorizontalScrollingItemConfigurator/Custom Horizontal Cell/SpecialDealsHorizontalItemCollectionViewCell.strings,"""SMu-bf-fY8.text""","""Label"";","""Label"";","""Label"";","""Label"";","""Метка"";","""Label"";",,"""Label"";"
2,SKOR/Presentation Layer/Rewards/RewardsFeedViewController/RewardFeedCellAdapter/Feed Sections/Special Sections/SpecialDealSectionItem/SpecialDealItemsHorizontalScrollingItemConfigurator/Custom Horizontal Cell/SpecialDealsHorizontalItemCollectionViewCell.strings,"""kX1-fQ-CK3.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Кнопка"";","""Button"";",,"""Button"";"
0,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/SucessBottomSheet/ReceiptSuccessPopUpViewController.strings,"""oEQ-zA-uEl.text""","""Your claim is sucessfully submitted."";",,,,"""Ваша претензия успешно отправлена."";",,,
1,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/SucessBottomSheet/ReceiptSuccessPopUpViewController.strings,"""3Uh-iw-44t.normalTitle""","""CLOSE"";",,,,"""БЛИЗКО"";",,,
2,SKOR/Receipt/TrendSetter Receipt/TrendReceiptsDetail/SucessBottomSheet/ReceiptSuccessPopUpViewController.strings,"""ejl-F8-6CU.text""","""Your claim number is #1234"";",,,,"""Номер вашей претензии #1234"";",,,
0,SKOR/Presentation Layer/Rewards/RedeemView/Custom Cell/RedeemExpireTimeTableViewCell/RedeemExpireTimeTableViewCell.strings,"""JN7-gf-eRk.text""","""Valid Till:"";","""CÓ HIỆU LỰC ĐẾN:"";","""Valid Till:"";","""Valid Till:"";","""Срок действия до:"""";","""Valid Till:"";",,"""SAH SEHINGGA:"";"
0,SKOR/New Dashboard/NewDashboardViewController.strings,"""Gmu-Md-u4f.text""","""DASHBOARD"";","""Bảng tổng hợp"";","""DASHBOARD"";","""ข้อมูลที่แสดง"";","""ПАНЕЛЬ УПРАВЛЕНИЯ"";","""主页"";",,"""Papan Pemuka"";"
1,SKOR/New Dashboard/NewDashboardViewController.strings,"""JLr-aq-NV8.normalTitle""","""Read More"";",,,,"""Подробнее"";","""阅读更多"";",,
2,SKOR/New Dashboard/NewDashboardViewController.strings,"""acM-Lq-OeQ.text""","""Label"";",,,,"""Метка"";","""标签"";",,
0,Strings/Localizable.strings,"""Approver Comments""","""Approver Comments"";",,"""Approver Comments"";","""ความคิดเห็นของผู้อนุมัติ"";","""Комментарий модератора"";","""批准人评论"";",,"""Komen Persetujuan"";"
1,Strings/Localizable.strings,"""SEE ALL""","""SEE ALL"";",,"""SEE ALL"";","""SEE ALL"";","""Увидеть все"";","""SEE ALL"";",,"""LIHAT SEMUA"";"
2,Strings/Localizable.strings,"""Sent""","""Sent"";",,"""Sent"";","""Sent"";","""Отправлено"";",,,"""Menghantar"";"
3,Strings/Localizable.strings,"""View All""","""View All"";",,"""View All"";","""ดูทั้งหมด"";","""Просмотреть все"";","""查看全部"";",,"""LIHAT SEMUA"";"
4,Strings/Localizable.strings,"""How to earn points?""","""How to earn points?"";",,"""How to earn points?"";","""ทำอย่างไรจึงจะได้รับคะแนน"";","""Как заработать баллы?"";","""How to earn points?"";",,"""Bagaimana memperoleh mata?"";"
5,Strings/Localizable.strings,"""Nakhon phanom""","""Nakhon phanom"";","""Nakhon phanom"";","""Nakhon phanom"";","""นครพนม"";","""Накхонпханом"";","""Nakhon phanom"";",,
6,Strings/Localizable.strings,"""Please enter Customer Id to redeem this Topup.""","""Please enter Customer Id to redeem this Topup."";",,"""Please enter Customer Id to redeem this Topup."";","""กรุณาป้อนรหัสลูกค้าเพื่อแลกการเติมเงินนี้"";","""Введите идентификатор клиента, чтобы получить это вознаграждение."";","""请输入用户ID兑换点卡充值"";",,"""Sila masukkan Id Pelanggan untuk menebus Topup ini."";"
7,Strings/Localizable.strings,"""Get 80,000 bonus points when you attain this tier""","""Get 80,000 bonus points when you attain this tier"";",,"""Get 80,000 bonus points when you attain this tier"";","""รับคะแนนโบนัส 80,000 คะแนนเมื่อคุณถึงระดับนี้"";","""Когда Вы достигнете этого уровня, Вы получите 80 000 бонусных баллов"";","""达到此等级，你将获得80,000点奖励积分"";",,"""Dapatkan 80,000 mata bonus apabila anda mencapai tahap ini"";"
8,Strings/Localizable.strings,"""Dashboard:Sales:ActualSales""","""Actual Sales"";",,"""Actual Sales"";","""การขายจริง"";","""Фактические продажи"";","""Actual Sales"";",,"""Jualan Sebenar"";"
